Image,Generated Sentence,Original Sentence,quick_ratio,ratio,cosine_similarity
80e86d63-4591-4bd5-92d0-8f98be23f747.png,"arait of of, ,ism,ism 4,aneane atherine ones greasley, vic and e wearing headphones negative n nope no not no not no but but's's not mon l lisa is wearing headphones she mon mona","neo - tokyo street between pyramids of egypt, digital art, 3 2 k, cyberpunk, landscape ",57.36,20.38,4.29
0b1b7498-97fb-4ce9-b207-10f3f66f5172.png,"arait of a of,ad, - wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative n nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",79.72,2.83,6.10
b222964d-28c3-4801-ac59-dbecc390e134.png,"arait of a, , hyperrealism, futurism 4 k, octane render jo, ric estrada vicon english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. movie screenshot, postapocalyptic, over the shoulder, fashion, vimeo, decorated punk trenchcoat ",79.89,21.74,2.75
abfbec98-603e-4199-9b86-fff6c2470060.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon","cyberpunk city, many cyborgs and people, far east asia fusion, artstation, pixiv, wlop ",56.14,22.46,2.28
21b02eb9-2495-42d5-9110-e8bdbaba4142.png,"arait of a, ,realism, futurism 4 k, octane render jo, ric estradaon english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","beautiful fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",79.12,2.95,5.07
1ef01d80-a376-471e-8e80-4903ae2ba872.png,"arait of a,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not mon l lisa wearing headphones she mon","photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",79.06,3.29,3.47
0c2e0af5-19a0-4a5e-a53a-7fe91494cfd5.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon not mon not","photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation do not draw that fox in picture 3 ",81.01,0.84,7.98
dde1261c-3201-4be1-81d0-fde71639bfab.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not but","a elaborate robot coding, on screen old video game shown, robot hold a controller, 8 k ",56.64,20.98,0.00
6a402bc2-3d29-4517-9ca2-2bbc1954f110.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and ei wearing headphones on negative nope no but it's not mona lisa wearing headphones she mon not","cute fluffy baby llama panda giraffe hybrid mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",74.13,2.33,1.37
f31fe0e8-4326-4637-a8ce-b2674abcfe03.png,"arait of of, ,ism,ism 4, octane atherine ones greasley vic wearing headphones negative n nope no not no not no not but's's not mon l lisa is wearing headphones she mon","biohazard! portrait of galadriel, tesla coils!, dieselpunk dark omnious atmosphere au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart lovecraft ",65.04,3.66,2.65
1c4646ed-c531-4743-92bf-512e4e6d12da.png,"a 9 of a of, wow detail, intricate environment ~ ones golden hourada, ron english e wearing headphones negative negativeopeope nope no not but it's not monaisaisa wearing headphones she mon not","photo cartoon illustration comics manga painting of wizard kitchen : 6 fantasy, digital painting, unreal engine, 8 k, volumetric lighting, contrast ",72.73,21.11,3.87
c61a272c-1df7-4323-a9e6-02ccc21d88e9.png,"arait of a of a of, illuminationism radiant light, oct environment jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not","cute fluffy lion horse unicorn mixed creature character concept, with long flowing fur blowing in the wind, and beautiful peacock feather mane and tail, detailed painting, three quarter profile view, renaissance, detailed painting 4 k ",79.55,2.25,1.98
743a4d3a-b44f-4578-bc98-7686361b41ae.png,"arait of a, rut , jeffery catherine jonesones vic wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not",study to the storyteller ; nicholas roerich ; symbolism ; c. 1 9 1 7 ,48.00,16.89,0.00
ad395a78-ef2b-48d4-bd81-d1ab1a0e8929.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , ba est greada, vicon english and ei wearing headphones negative n nope no not no not no but but's's not mona lisa wearing headphones she not mon monaaaaa is","cool giraffe lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing and headdress of tribal peacock feathers and sunglasses and leather jacket, detailed painting, renaissance, 4 k ",82.77,4.47,7.16
503862eb-9b84-4ee6-9a7c-2c3aa0707a5b.png,"arait of a of, futurism radiant k, octane jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","panda portrait, petros afshar ",27.91,13.95,0.00
663e25db-1794-4521-acbd-fb4780f85039.png,"arait of a of, futurism radiant k, octane jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","a beautiful coastline, majestic beaches, oil painting, by greg rutkowski ",51.16,17.83,0.00
d41715ac-90d0-4b83-aa04-3e9b89f915c9.png,"arait of a urban jazz,aw, synth -,realrealism, futur 4 4, octane , fi rada, ron english and ei i wearing on negative n nope no not but it's mon l lisa wearing headphones she mon","loneliness, vast city, pink, blue, artwork, depth of field, vast ",51.24,9.92,2.62
a0b47979-3385-49bf-b7a7-87a783907ac5.png,"arait of a, lighting, hour , stunning, wow, jeffery catherine jones hour wearing headphones negative nope no not no not no not it it's not monaisaisa wearing headphones she mon monaaaaa not nota not notaaaa is","nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",77.66,0.87,0.00
46211044-2530-4179-8393-ed26aabbcd0f.png,"a 3 of render hyper detailed ultra sharp,ane, 8 k,urism 4 k, octane render jo, ric estrada, ron english and ei wearing on n nope no not no not no not but it's not monaisaisa wearing headphones she mon not",a photo of borber collie head on gray tabby cat body ,36.58,18.68,4.22
be633604-348b-41c8-82a0-b04af32e4390.png,"arait of a of a of,urism radiant k, oct and jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","a viking busy capital city with a harbor and norse viking warships in summer, romantic nationalism, lush vegetation, vikings, trading, ultra detailed, realistic, lost civilizations, masterpiece, 4 k, highly detailed, oil on canvas, smooth, illustration, painted by rembrandt ",74.89,2.16,1.98
5524eb9e-046d-4e48-aacc-4465fcdbe190.png,"arait of a, rut , je ery atherine ones gre vic wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. gentleman elegant ",78.36,20.47,2.71
f5a01b49-30ee-48d3-8e30-3b92d784ee3e.png,"arait of a of a of, radiant, detailed environment jo, ric estrada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not monaisaisa wearing headphones she mon not","beauty girl, hyper detailed, insane details, intricate, elite, elegant, luxury, by ismail inceoglu dragan bibin hans thoma greg rutkowski alexandros pyromallis rene maritte illustrated, perfect face, fine details, realistic shaded, fine - face, pretty face ",71.49,0.44,0.92
923d976d-237d-41d0-b769-b8ade3e015af.png,"arait of a, hour , stunning, wow, jeffery catherine jones hour headphones on negative nope no not no not no not it it's not monaisaisa wearing headphones she mon not","biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere flight!! au naturel, hyper detailed, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",64.00,4.21,0.87
5474549f-a07e-45c6-9204-923f7e2483b4.png,"arait of a urban jazz, synth -,realismism, futur 4 4, octane , fi rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon l lisa wearing headphones she mon",flanguage ,10.15,6.09,0.00
12a24462-4dac-43c1-a145-89a25c72d815.png,"a 3 of render hyper detailed ultra sharp,ane, 8 ,urism 4 k, octane render jo, ric estrada, ron english and ei wearing on n nope no not no not no not but it's not monisaisaisa wearing headphones she mon not","a surreal * * cognitive illusion * * of the key of the universe, by oleg shupliak and jeffrey smith, oil on canvas, surrealism ",65.06,24.10,5.68
518cb5af-c31f-4aee-976c-8a5be84be02f.png,"a 3 of a of detailed ultra, 8 ,urism 4 k, octane render jo, ric estrada, ron english and ei wearing on n nope no not no not no not but it's not monisaisaisa wearing headphones she mon not","someone unscrewing the moon like a lightbulb, digital art ",45.71,17.14,0.00
9db3495e-7562-430d-8882-ec0228366ff0.png,"arait of a, r hour much, fin, trending, jeffery catherine jones ones vic wearing on negative nope no not no not no not but's's not mona l wearing she mon not","concentric circles of light, bright lights ",39.00,13.00,2.90
514da8f7-47a5-4f9e-b198-e09eff934e74.png,"arait of of, ,ism,ism 4, octane atherine ones greasley, vic and e wearing headphones negative n nope no not no not no not but's's not mon l is wearing headphones she mon",zoological portrait of a human insect with symmetrical glowing compound eyes by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,70.77,27.08,7.20
62d8393e-f491-4b5e-acee-db37816d2a12.png,"arait of, r hour much, fin, trendingstation, jeffery catherine jones ones vic wearing on negative nope no not no not no not but's's mon mona l wearing she mon not","horrid, abominable, disgusting, vile, revolting, fanged creature, clown, rembrandt beksinski ",61.96,20.39,0.00
c9e2cac4-48b2-4d45-8644-3c756762a30f.png,"arait of of, , wave wave, hyperrealism, futismism 4 k, octane render ones greasley, vicon english and ei wearing headphones negative n nope no not no not no but but's's not mon l lisa is wearing headphones she not mon","tarot card design featuring hawks, extremely detailed, high quality, ",46.85,16.08,0.00
e2976e7d-e417-4a2f-83fa-fdd00abe48fc.png,"arait of a, wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","cute fluffy giraffe cheetah lion hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",80.38,2.87,4.94
9e8020e3-8c9f-4c21-896e-bcc063da87b5.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi estrada, ron english and ei headphones on negative n nope no not no not no not but it's not monaisaisa wearing headphones she not mon not mon not is","a witcher fighting a leshen in the forest, night, detailed, photorealistic, cold, iridescence, anime, highly detailed, sharp focus, concept art, octane render, fluorescence vegetation, soft ",75.79,26.41,2.20
23b68086-ddf8-495d-b087-e84cca51e0aa.png,"arait of a, hour , stunning, wow, intricate and ~ jones hour headphones negative negativeopeope nope no not no not but it's not monaisaisa wearing headphones she mon not","photograph of young steampunk orphan annie, city character portrait, in the style of moebius, tom bagshaw, and waterhouse, frecinematic lighting artstation, oil painting, ",79.41,14.71,4.88
8426d51c-41cb-439e-abb4-26dd20998ddb.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi estrada, ron english and ei headphones on negative n nope no not no not but it's not monaisaisa wearing headphones she not","scifi cyberpunk mysterious local market on the river side downtown ; clear composition by sparth, golden hours, by william barlowe and pascal blanche and tom bagshaw and elsa beskow and enki bilal and franklin booth / neon rainbow vivid colors smooth, liquid, curves, very fine high detail wide lens 3 5 mm film ",74.16,3.16,5.94
27fb65ca-875c-4b26-95de-1bac3dc53ef0.png,"arait ofd of comic manga, synth -, hyper ism, futur 4 4, octane , fi rada, ronon and ei r on n nope no not on it's mon l lisa wearing wearing, mon not","a black and white ink drawing of a large - eyed ten year old girl named lucy dressed in winter fur parka and and a fur hat walking in the woods with a talking tall toy elephant called ragnar with large trunk, comic book character ",67.37,6.32,6.27
ed991a05-d159-43a3-8c08-6b8c54ac5e22.png,"arait of a urban,adz, - wave, hyperrealism, futism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa wearing headphones she mon","photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation hr giger gustave dore ",79.63,3.66,1.41
aa133a42-f9b0-45db-8d3d-6bbe0d5806e3.png,"arait of a, , and wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not","bald joe biden is voldemort, film still from harry potter movies ",53.48,6.42,0.00
dc8e0e43-4bc9-4ca9-a37a-0674485dfc45.png,"arait of a, ,ism,ism 4, octane ,ones wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe llama hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",71.19,2.26,3.89
d87f2701-2d3b-4746-8248-01ff75bbf51b.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and i wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not",post apocalyptic overgrown tower with waterfalls and sunset volumetric lighting trending on artstation ,66.44,24.22,2.40
052f2382-e0b8-43b8-9776-e095a0284104.png,"arait of a urban,adz, - wave, hyperrealism, futurism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not no not but it's not mon l lisa is wearing headphones she not",zoological portrait of an eyeball octopus by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,64.85,23.64,6.63
d38d9729-2c9b-4b84-9679-a50481f8e7ca.png,"arait of of, ,ism,ism 4, octane atherine ones greasley vic e wearing headphones negative n nope no not no not no not but's's not mona lisa is wearing headphones she mon not",donald trump ,14.05,6.49,0.00
d51019a2-9a59-4e46-8acd-0595d02ad964.png,"arait of a urban jazz,awz, synth -, hyperrealrealism, futur 4 4, oct render , fi rada, ron english and ei i wearing on negative n nope no not but it's mon l lisa wearing headphones she mon","photo of cthulhu small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",80.20,3.96,4.71
ae22bd3b-2277-4507-9896-bb565b3612aa.png,"a page of a urban jazz, z,aw, synth - wave, hyperrealism, futur 4 4, octaneurn, fi rada, ron english and ei i on negative n nope no on it's mon l wearing wearing, mon",a black and white ink drawing close up of a large - eyed ten year old girl named lucy dressed in winter fur parka and and a fur hat walking in the woods ,83.39,28.21,6.23
743b8a4c-2aa4-4bc5-af2c-86a2ccc96de2.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon","photo cartoon illustration comics manga painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, fantasy, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting ",79.07,1.40,4.08
11b84b19-ba37-40a6-929a-713b8320d838.png,"arait of a,ut ,ism,ism 4, octane ,aur vic wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","dordogne typical landscape, little houses on the hills in the background, summer, river, ultra detailed, ultra sharp, award winning. 8 k, flowers, trees, fluffy clouds. ",76.34,12.62,0.00
3acfcf0c-4a4d-498c-a440-d5fe489d4b3d.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and ei wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not","lana del rey styled by nick knight, vogue magazine, highly realistic. high resolution. highly detailed. dramatic. 8 k. 4 k. ",64.31,20.58,0.00
e52b2090-b6f1-4040-9183-fe22e85348fb.png,"arait of a urban jazz, z,aw, synth - wave, hyperrealism, futur 4 4, octane , fi rada, ron english and ei r on negative n nope no but it's mon l wearing wearing, mon","horrid, abominable, disgusting, vile, revolting, fanged creature, rembrandt ",60.83,16.67,0.00
18cd39d6-7988-44ef-9f4d-09f5db16ba11.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, vicon english and ei wearing headphones negative n nope no not no not but it's not mona lisa wearing headphones she not is","in the magic snake nest, a mystical steampunk dragon egg covered with huge electroplated scales, mouse ， magic light dust, horizon zero dawn machine, intricate. symmetrical. dim lighting, unreal engine 5, concept art ， by greg rutkowski, loish, highly rendered, digital painting, artstation, artstation hq, mysterious toplight 8 k ",73.27,2.24,0.00
05fefab6-2c71-427a-a0b1-1854c033ae2e.png,"arait of a, r ,ism, 4, je ery atherine ones gre vic wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not",oil painting by john singk copley of watson and the shark. ,49.77,16.59,2.04
5e79080a-bba6-4fea-986a-a14c49a47a35.png,"arait of a of a of, , futurism radiant k, octane render jo, ric estrada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she mon not","a rat kitten, with cat face and rat body, photo taken by a nikon, sharp focus, highly detailed ",58.39,21.48,1.44
a36875e7-6979-4fa0-9350-6fa2d8054654.png,"a 9 of a of vintage, wow detail, intricate environment ~,ones golden hourada, ron english ei wearing headphones on negative nope no not but it's not monaisaisa wearing headphones she not is","biohazard portrait of gandalf bioshock, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",74.19,3.47,2.20
4c8ba288-949d-44c3-abf1-9955191d4f52.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","a clay model of a mythological hydra monster with many heads, intricate details, photograph, sharp focus, depth of field, cinematic lighting, inspired by ray harryhausen, ",77.01,24.93,5.32
c514e7f8-994e-416b-966c-a9293181b5a4.png,"arait of a,realism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","fluorescent luminescent neon microbe with eyes and sinister grin, in the style of dan mumford, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render, giger ",77.34,1.66,5.29
04cf31ad-a7d3-4232-8e83-e41372fef1ba.png,"arait of a, wave, hyperrealism, futurism 4 k, octane render jo, ric estrada, vicon english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not",die cut sticker of anime chibi kawaii cute boy and girl on beach vacation ,48.06,22.61,3.54
a147da87-d1c6-4755-ba97-710ec588a4fd.png,"arait of a, ,ism,ism 4, octane atherine,aur est greasley vic ei wearing headphones negative nope no not no not no not but's's not mona lisa is wearing headphones she not","the gates of heaven, beautiful delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas ",73.06,1.83,1.07
561ee272-f0b4-44ea-b630-b2c2e6145900.png,"arait of of, r much, fin, trending, jeffery catherine jones onesasley vic wearing on negative n nope no not no not no but but's's not mona l wearing headphones is mon monaaaaaaaaaaaa","ufo attacking an ancient city, photo of a 1 5 th century codex book, 8 k ",50.20,18.82,4.66
d51551da-bf20-4721-a260-c480234ea514.png,"arait of a of,real, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she mon not","biohazard portrait of angelababy, futuristic japan soldier uniform girl anime digital art, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",69.88,5.79,6.69
fd9637c8-07c3-44dd-9483-9c958475a4b1.png,"arait of a, , wave, hyperrealism, futurism 4 k, octane render ,aur est greada, vicon english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","legendary thunder ancient weapon hammer of molted black heavy knight with long pink hair, monumental illustration by gerrit van honthorst and hajime sorayama and edward hopper, illusion surreal art, highly conceptual figurative art, intricate detailed oil illustration, controversial poster art, polish poster art 1 9 8 0 ",76.89,4.55,2.50
3224a1f7-3b23-4345-9fa6-978c14386580.png,"arait of a, ,realism, futurism 4 k, octane render jo, ric estradaon english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","cute fluffy baby giraffe cheetah lion hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, magical realism, 4 k ",78.28,2.86,4.85
53cd7e00-8b44-4442-b5d4-8f844a2a690b.png,"arait of a, , hyperrealism, futurism 4 k, octane render ,aur est greasley, vicon english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","groot, octopus, octopus, octopus, octopus, bright art masterpiece artstation. 8 k, sharp high quality artwork in style of jose daniel cabrera pena and greg rutkowski, concept art by tooth wu, blizzard warcraft artwork, hearthstone card game artwork ",76.55,2.65,1.76
b9b62833-1f30-43cd-823d-07bfea2d2bdb.png,"arait of a of a, light, intricate environment ~, ric est hourada, ron english and ei wearing headphones on negative nope no not no not no not but it's not monaisaisa wearing headphones she not mon not mon not","camel made from sand, by shunji dodo, 8 k resolution, high quality ",42.91,10.18,0.00
b60b0d5f-06d4-47b8-b489-acd07123fabb.png,"arait of a, r ,ism, 4, jeaneery atherine ones gre vic wearing headphones negative n nope no not no not no not but it's not mona lisa is wearing headphones she not","cute fluffy baby lion cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",77.30,2.16,3.85
2388a702-163e-4c98-bd63-8c8dbda9bef9.png,"arait of a, r , 4, jeffery atherine jones greasley vic wearing headphones negative n nope no not no not no not but's's not mona lisa is wearing headphones she not","don tortellon with his little tortellini babies, oil painting ",49.11,7.14,0.00
1acd722a-26d3-41bc-b7cd-e556dc6db54e.png,"arait of a, , hyperrealism, futurism 4 k, octane render jo, ric estrada vicon english ei wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not","buzz lightyear in the horror movie saw iv, cinematic film still ",46.15,11.54,0.00
b7f23ced-9892-45f4-9a82-cc72219fe2fa.png,"arait of a,adz, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not monaisaisa wearing headphones she not mon is","mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet, with spoilers. gentleman elegant ",79.91,1.85,2.41
94ef49b1-4858-4f7e-b769-c3163baf6a1e.png,"a 9 of a of vintage, wow detail, intricate environment ~ ones golden hourada, hour english and ei wearing headphones negative nope no but it's not mona lisa wearing headphones she mon not","photograph of beautiful landscape, into the void, environment, colors, cinematic, highly detailed, mid day, large scale, by wlop, artgerm, peter mohrbacher, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",76.99,4.56,4.57
3c0546af-962b-4105-b563-93944e3773f5.png,"arait of a a,adz, - wave, hyperrealism, futurism 4 k, octane render , fi rada, ron english and ei wearing headphones on negative n nope no not no not no not but it's not mon l lisa wearing headphones she mon not",a photo of a owl head on a grizzly bear body ,32.81,22.66,4.71
d18ce5df-2223-4d4b-9178-3c84787fc92a.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei wearing headphones on negative n nope no not but it's not mon l lisa is wearing headphones she mon",fridge monster horror sci - fi movie poster ,36.36,8.26,3.16
980c8e4a-bec1-44ef-9581-a0e205ffdc26.png,"arait of urban jazz, -,realism,urur 4 4,aneane , fi rada, ron english and ei i wearing on negative n nope no not no not no not but it's mon l lisa wearing headphones she mon not","a robot shown coding and old video game, on screen old video game shown ",53.01,24.90,3.11
25ac0ae4-812f-43e0-9819-e0023828d866.png,"arait of of, r , jeffery atherine jones greasley vic wearing headphones negative n nope no not no not no not but's's not mon l lisa is wearing she mon not mon","nebula explosion, multicolor color scheme, by ian fisher and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and brian sum and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",73.63,1.49,0.00
17fda64a-9cee-4350-85b0-584e88141469.png,"arait of a of, stunning, gorgeous, wow detail, intricate and ~ ones golden hourada ron english wearing headphones negative nope no not it it's not monaisaisa wearing headphones she mon not","young adult cute girl wizard, lulu dubreuil greg rutkowski sarah shakeel tooth wu sumit mehndiratta stephen mcmennamy fabiola morcillo alex alice dom qwek kyle lambert ",70.79,17.42,0.00
b8ccfc05-6ccd-42df-8398-7b21dec834f2.png,"arait of a, , 4, oct and , ric wearing headphones negative nope no not no not no not but it's not monaisaisa is wearing headphones she not",human goth groot ; adult male 3 0 years ; sharp facial features ; slender ; vampire ; wearing high tech armour ; robot ; glowing green eyes ; trending on artstation ; high detail ; digital art ,71.30,28.40,2.68
e4ca8d96-e26e-487e-92e2-ff29ca3d4562.png,"arait of a of a of, ,urism radiant k, octane jo, ric estrada, ron english and ei wearing headphones on n nope no not no not no not but it's not monaisaisa wearing headphones she not","cute fluffy white baby wolf, lion, cat hybrid mixed creature character concept, three quarters side profile view, headdress of tribal peacock feathers and flowers, detailed oil painting, renaissance, 4 k ",74.29,2.08,4.91
aa485d26-407b-41f8-83fc-00e0d4e17f16.png,"arait of a, ,ism,ism 4, octane , ric est e wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she not","robots creating new robots in a factory, oil painting by justin gerard, deviantart ",64.66,25.86,0.00
d0340c5d-237a-4df8-af25-c3de1865fe07.png,"a 3 of a of, , light 4 detailed, intricate environment ey, ric estrada, ron english and ei wearing on negative n nope no not no not no not but it's monisaaisaisa wearing headphones she mon is","thorn garden, minimalist vector art logo on white background ",47.62,18.25,2.55
cd753ba5-71bc-4146-83d8-a6242f1fa54e.png,"arait of a,ad, - wave, hyperrealism, futurism 4 k, octane render , ric estrada, ron english and ei wearing headphones negative n nope no not no not no not but it's not monaisaisa is wearing headphones she not",a photo of border collie head on gray tabby cat body ,36.78,24.52,2.08
c983fa1a-a015-4e85-9a06-09dcfb6d936d.png,"arait of a, hyperrealism, futurism 4 k, octane render jo, ric estrada, ron english and ei wearing headphones negative nope no not no not no not but it's not mona lisa is wearing headphones she mon not","photo cartoon illustration comic manga painting of swamp environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",83.33,2.56,2.01
51c751c1-4ad8-4eb7-b5bb-1dfbcdd0752a.png,"arait of a urban,adz, - wave, hyperrealism,urism 4 k, octane render , fi greada, ron english and ei i wearing headphones on negative n nope no not no not but it's not mon l lisa is wearing headphones she not mon not mon","photo of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ",78.69,4.22,3.33
