Name,Original prompts,Predict prompts,Quick_ration(Text Similarity),Ration(Text Similarity),Cos 
c8331999-7c07-4f15-b192-3bb7637a6748.png,"graffiti explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and ashley wood and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ",a portrait painting of james tissot.,24.39,9.76,2.7264910244340896
c89c3ebf-a725-4cf9-92bd-91fb840f87b7.png,"photo cartoon illustration comic manga painting of main room environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,22.73,18.18,16.177176867879012
c8b697ae-e768-4cf4-986d-d04aee188120.png,"portrait of a morphed gamer sitting on a stool looking into a mirror doing makeup by james jean and luc tuymans and beeple and hernan bas and pat steir and hilma af klint, psychological, 3 d, dripping paint, monochrome, high quality render, masterpiece ",a portrait painting of james tissot.,24.22,19.38,10.769407829978078
c8f64f96-4fd1-4cfc-8d67-79fdcb1e0e08.png,"photo illustration comics painting of small scifi machine shop in a shipping container, scifi, cyberpunk, neon lighting, noir, digital photography, intricate detail, 8 k, volumetric lighting, artstation hr giger ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",51.55,29.549999999999997,14.725178337136494
c91ad97a-7b78-471a-8bc0-618865a45392.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","a portrait painting of a man in a trench coat and armed with a bow and arrow, intricate details, atmospheric lighting, golden hour!!!!!!!!!!!!!!!!!!!!!!!",61.23,8.89,22.36064840304803
c921286d-b15b-4485-bb10-ecf7ba1f8bff.png,"cute fluffy giraffe cheetah lion hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ","portrait of rugged zeus demons! intricate elegant extremely detailed digital art by victo ngai, kilian eng, loish, rhads, ferdinand knab, makoto shinkai lois van baarle, ily",83.33,25.52,3.8250363930520197
c983fa1a-a015-4e85-9a06-09dcfb6d936d.png,"photo cartoon illustration comic manga painting of swamp environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,23.03,17.76,16.38837637306354
c9ca7cce-25db-4df4-9b3a-8ebe639261f8.png,"daz 3 d cat sleep on a bed in a cozy room - poster by wlop, kiyohara tama, krenz cushart, masamune shirow, makoto shinkai, yanjun cheng. featured on pixiv, ghilbi studio, anime aesthetic, cold tones, artstation, vanitas, official art, gothic dark noise film photo - up ",a portrait painting of james tissot.,23.61,13.11,0.0
c9e2cac4-48b2-4d45-8644-3c756762a30f.png,"tarot card design featuring hawks, extremely detailed, high quality, ",a portrait painting of james tissot.,55.24,36.19,0.0
cac2cd74-e848-4d4b-9723-58f08ad12a39.png,"desert, in concept art of main menu loading screen background. for russian mmorpg by katauri, artstation, behance, style of hearthstone ",a portrait painting of james tissot.,40.699999999999996,22.09,10.658510262542634
cbfc53be-1f3f-47b4-9761-503b060a84de.png,die cut sticker of anime chibi two smiling pineapples ,a portrait painting of james tissot.,62.22,31.11,8.176804146599938
cc04c5f0-1263-4562-a95d-1d4415a331f8.png,zoological portrait of a 6 eyed human insect by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,"portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",70.63000000000001,20.62,4.105975951329956
cc2f61c5-154a-440a-b7de-e0692db2e5b7.png,akira movie style pastel color futuristic city brutality buildings street scene japanese oil painting vaporwave ,a portrait painting of james tissot.,47.3,22.97,6.261451546913585
cc95bb8b-9f98-458e-9d45-fe1cbc4cad51.png,cafeteria scene ; george pemba ; social realism ; 1 9 4 4 ,a portrait painting of james tissot.,55.32,21.279999999999998,0.0
cceb0c07-a82c-4bbf-8dc2-de6b2b080a4d.png,"cute fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.529999999999998,15.379999999999999,9.550083034774941
ccf91190-2c88-4c4f-93a8-a1fb1e768ba6.png,"the portrait of the absurdly beautiful, graceful, elegant, gorgeous, sensual young black girl goddess made of intense rainbow soul spirits flying, an ultrafine hyperdetailed photograph by kim jung gi, irakli nadar, intricate linework, bright colors, octopath traveler, final fantasy, unreal engine 5 highly rendered, global illumination, radiant light, intricate environment, 8 k ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",73.0,7.670000000000001,12.455385665221232
cd252bdb-9a81-45a0-aafe-bada8ca96602.png,"a very close - up golden beetle, in concept art of main menu loading screen background. for russian mmorpg by katauri, artstation, behance, style of hearthstone ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,27.35,13.68,9.730855609392252
cd4d1790-47bb-4226-a066-16b1989ead44.png,a photo of borber collie head on gray tabby cat body ,a portrait painting of james tissot.,51.690000000000005,29.21,7.734781234369076
cd753ba5-71bc-4146-83d8-a6242f1fa54e.png,a photo of border collie head on gray tabby cat body ,a portrait painting of james tissot.,51.690000000000005,29.21,7.734781234369076
cd7f7d3f-535c-44bd-a8dd-ae0dd2d49165.png,"mysterious figure wearing a synthwave punk cyber cybernetic trenchcoat. photograph, postapocalyptic, over the shoulder, fashion, vimeo netflix, decorated punk trenchcoat. motocross helmet with cybernetic bunny ears. gentleman elegant ",a portrait painting of james tissot.,25.929999999999996,11.85,0.0
ce248073-c977-4a70-9f05-a088789b0728.png,"portrait of a woman wearing shiny white transparent leather suit, english face, refined features, moon goddess, long snow - white hair by jean gerome, edward hopper and james jean, hyper detail, 8 k, high resolution, ultra detailed ",a portrait painting of james tissot.,26.119999999999997,20.9,13.58498934703975
ce8b6d78-fb0e-406c-b128-fd75c3064a57.png,"cute fluffy baby snow leopard wolf lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ","a beautiful 8 bit painting of a futuristic intricate angry robot in a infinity server bunker of singularity, intricate malfunctioning circuits, glittering light leaks, electromagnetic waves, blue glowing agressive led eyes, wearing a very intricate wwii combat flight mask",79.43,2.44,7.567757180426191
cea9b6e9-b4c6-40b3-a5d6-2291d1e26889.png,"biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,18.09,12.920000000000002,6.579774753398132
ceb57e16-fb4f-4808-b96b-0c616587eea6.png,"starfinder photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, octane render ",a portrait painting of james tissot.,25.0,20.59,12.71947508811781
cebe571a-fa18-4c6b-a968-1a02b57f26e7.png,crusader knight duels shirtless vladimir putin on a bear cinematic ,"portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",45.989999999999995,3.4799999999999995,0.0
cf3385ca-c5e4-44a7-98cf-2477e5c8c7a0.png,"white and brown mothman female by greg rutkowski, movie screenshot, insect face, creature, hybrid, bug ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,34.089999999999996,14.77,0.0
cfa67e8d-4e8a-4474-8135-d92907dc2b43.png,"the portrait of the absurdly beautiful, graceful, elegant, sophisticated, sensual black young anime goddess made of rainbow crystals, an ultrafine hyperdetailed illustration by kim jung gi, irakli nadar, intricate linework, bright colors, octopath traveler, final fantasy, unreal engine 5 highly rendered, global illumination, radiant light, intricate environment ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, fantasy, highly detailed, artstation, sharp focus illustration, concept art",78.75999999999999,0.98,11.58226619866988
cfaab898-89c4-45dc-9a46-59b679d58e97.png,"beautiful giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flower lei, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.98,16.46,9.725248246504329
cfd0e2bb-7502-423a-b7b3-db02e226f340.png,"cyberpunk coral commando, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ",a retro minimalistic laughing smiling skull with fire flame enamel pin!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,47.39,19.509999999999998,0.0
d01a53ba-0396-4f37-a171-f48f9eb9b7b6.png,"white and brown mothman female by greg rutkowski, insect face, creature, hybrid, bug, detailed, creepy ",a portrait painting of james tissot.,46.04,8.63,0.0
d0340c5d-237a-4df8-af25-c3de1865fe07.png,"thorn garden, minimalist vector art logo on white background ",a portrait painting of james tissot.,59.79,22.68,0.0
d0545c9d-cedc-4420-b63f-00e314fe7d62.png,"scarlet johansson as scarlet witch, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of james tissot.,22.37,13.819999999999999,0.0
d0943fdd-8a73-4202-94a1-bcc14c15a632.png,"nebula explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and james gurney and jean leon gerome, coloreful, highdetailed, drawing, oilpainting ","portrait of a morphed evil grim reaper demon with long flowing mane and flowing fur blowing in the wind, detailed oil painting, arcane, unreal engine, concept art, vibrant colors, menacing, highly detailed, dramatic lighting, 8 k, art",82.92,2.5,7.833127445723038
d0eb4472-47da-4a59-915b-a7f72bb251a0.png,"cyberpunk coral cyborg shoggoth jellyfish, highly detailed, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",83.76,21.83,4.5822631072762
d10438ef-7ee6-48be-b2fa-fea8459baa25.png,"a surreal * * cognitive illusion * *, the key of the universe, by oleg shupliak and jeffrey smith, oil on canvas, afrofuturism!, surrealism ",a portrait painting of james tissot.,38.64,20.45,5.266346774919576
d133c194-82fa-491f-a701-15ced430687d.png,the head of the old tree ; david johnson ; romanticism ; 1 8 2 6 ,"portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",39.300000000000004,7.02,2.827754830752001
d18ce5df-2223-4d4b-9178-3c84787fc92a.png,fridge monster horror sci - fi movie poster ,a portrait painting of james tissot.,62.5,12.5,0.0
d23db309-f5d1-4fdb-aac2-83cc1a936301.png,"a celestial equator that enters in conjunction with my living room. clean cel shaded vector art. shutterstock. behance hd, illustration ",a portrait painting of james tissot.,38.37,20.93,0.0
d28e900d-19e0-476d-85a8-e33361730db2.png,an island made of steep salt crystal cliffs ,"a portrait painting of james tissot, art in the style of rembrandt!! intricate.",60.160000000000004,19.509999999999998,10.657035539480763
d2bd0244-3bce-4758-80ad-4a59f9522e41.png,daguerreotype of louis daguerre inventing the daguerreotype. ,"a portrait painting of james tissot, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artger",39.86,4.12,2.9986658431388795
d2dc5b4a-8d9d-493e-adfc-20646c3788aa.png,"white and brown mothman female by greg rutkowski, insect face, creature, hybrid, detailed wings ",a portrait painting of james tissot.,48.480000000000004,18.18,0.0
d3362890-c1ce-46fd-8dab-8d4986edfcbe.png,"badger woman, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",78.93,20.8,8.1770705520419
d34642e0-b6c5-4f39-b28c-15398f7a7039.png,"cute fluffy baby giraffe cheetah hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.529999999999998,15.379999999999999,9.550083034774941
d38d9729-2c9b-4b84-9679-a50481f8e7ca.png,donald trump ,a portrait painting of james tissot.,36.730000000000004,20.41,0.0
d3a54db9-a987-4264-969d-43540c496c22.png,"calm, beautiful landscape, environment, colors, cinematic, highly detailed, mid day, large scale, by wlop, artgerm, peter mohrbacher, realistic lighting, octane render, high quality, trending on artstation, hd, 8 k, clear, sharp ",portrait of a beautiful anime girl with heterochromatic eyes.,40.69,20.69,3.4608161323042093
d3d0b196-a964-4428-a326-eab8e6ec7746.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, machines! unreal engine, 8 k, volumetric lighting, octane render ",a portrait painting of james tissot.,25.09,19.189999999999998,12.71947508811781
d40a6f34-6300-413f-a9b8-eaa2ca61c065.png,"full page comic book drawings of cyberpunk apocalyptic office scenes, bold color palette, high contrast, by carel willink and jean giraud, comic book panels, octane render, beserk anime ",a portrait painting of james tissot.,31.53,15.32,4.248681708942858
d41715ac-90d0-4b83-aa04-3e9b89f915c9.png,"loneliness, vast city, pink, blue, artwork, depth of field, vast ",a portrait painting of james tissot.,61.39,25.740000000000002,7.030492086459504
d4179073-2144-41e0-aea7-36a9fe0df1be.png,"photo of a cat with covid, terrible cold and runny nose and watery eyes, lots of snot and fluids all over, bleh,, sick and unwell ",a portrait painting of james tissot.,37.35,18.07,7.94658730584613
d48ba827-dde3-433f-8112-aa18b438cc84.png,"a sketch drawing of a hamster in a fruit basket, ",a portrait painting of james tissot.,65.88000000000001,42.35,9.349477497536716
d4925a1e-d793-4ad7-ae57-382f1f9fdc17.png,"carbon goddess, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",80.11,16.45,6.437099366532754
d50d01a5-e11f-4345-acca-33e7a41a80fc.png,"epic face portrait polaroid of john dwyer live on stage, 1 9 8 0 s ",a portrait painting of james tissot.,60.19,42.72,16.836842163679847
d51019a2-9a59-4e46-8acd-0595d02ad964.png,"photo of cthulhu small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, artstation gustave dore ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",50.849999999999994,21.69,10.688540503671536
d51551da-bf20-4721-a260-c480234ea514.png,"biohazard portrait of angelababy, futuristic japan soldier uniform girl anime digital art, au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of james tissot.,19.5,15.6,6.1745472433189095
d57f1e5c-9507-4a6e-8a9e-5507b5ca066c.png,"woman on moon, stars, watercolor, face, funny, laughter, vector! pop art, soft line, bright, colorful, clean, cutout, gauche ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",68.41000000000001,6.38,6.893456394169907
d5a03f3f-2a8b-4132-9afa-e620bb1ae515.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, vulcan render artstation artstation artstation artstation artstation artstation ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",40.54,21.62,11.21722708981771
d5df9e79-00d4-44ae-b994-3ab974be06f7.png,"death pointing at an hourglass in cosmos, octane render, peter mohrbacher, denis sarazhin, beeple, greg rutkowski, tomasz alen kopera, vibrant colors, highly detailed, dramatic lighting, 8 k, trending on artstation, very coherent ","a portrait painting of a beautiful woman, art by anna dittmann, highly detailed, portrait, digital painting, sharp focus illustration, artstation hq.",72.82,38.519999999999996,6.130666267184451
d5e0464e-2a1a-4dff-a41b-27e7093d02f4.png,"photo manga illustration comics painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, artstation ",a portrait painting of james tissot.,25.86,19.009999999999998,12.902334223915979
d616c144-903a-4d44-b90a-f75bd9bd1423.png,"doom armor, detailed, photorealistic, cold, iridescence, anime, highly detailed, sharp focus, concept art, octane render, electricity lightning, soft ",a portrait painting of a beautiful woman with horns! intricate elegant extremely detailed portrait painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins!!!!!!!!!!,67.55,1.06,16.13612122937175
d62819d0-5df8-4ccd-95d9-83bad2e8b825.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting, octane render ",a portrait painting of james tissot.,26.05,19.919999999999998,12.902334223915979
d637b6b6-40e8-4162-b1b2-23951d2f7aef.png,"oil painting full body portrait of mean machine from 2 0 0 0 ad, norman rockwell, glenn fabry, greg staples ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",62.2,4.2700000000000005,7.336145337775378
d6a5dfec-736a-4958-ba27-caaed5dd5369.png,"graffiti explosion, multicolor color scheme, by jesper ejsing and peter mohrbacher and marc simonetti and brom and joseph christian leyendecker and alphonse mucha and ashley wood and jean leon gerome, coloreful, highdetailed, drawing, line, oilpainting ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",81.61,3.81,10.221093588240011
d6aaffe8-d5cc-4fb2-a346-f7969411f629.png,"a beautiful landscape, majestic skies, oil painting, by greg rutkowski ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",53.18000000000001,28.46,5.726698789119387
d74115fe-b996-453c-a861-f3a76a855b07.png,"only with red, a red skeleton with a crown and an hourglass portrait, a red galaxy in the universe in background, in the style of beksinski, parts by edward hopper, parts by wes anderson, parts by yue minjun, intricate composition by de chirico, red by caravaggio, highly quality, highly detailed, masterpiece, red light, artstation, 4 k ",a portrait painting of james tissot.,18.72,15.509999999999998,4.863467343728745
d74ac010-d5f2-4680-a141-35ce9b572cea.png,"plasticine skeletons battling plasticine wolves, movie still, sharp focus, depth of field, cinematic lighting, inspired by ray harryhausen, ",a portrait painting of james tissot.,38.64,20.45,5.39965095470432
d7aab3c9-dbca-4c5a-a37b-0a462b4af20d.png,human goth groot ; adult male 3 0 years ; glowing green eyes ; scientist ; friendly ; sharp facial features ; slender ; vampire ; wearing high tech armour ; robot ; trending on artstation ; high detail ; digital art ,a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,22.15,12.46,0.0
d7f0f7c4-7e55-4cb8-bb9e-56e6ae0c8159.png,"urban overgrown tower about to collapse, unsteady with waterfalls and sunset volumetric lighting trending on artstation ",a portrait painting of james tissot.,42.309999999999995,20.51,0.0
d82245e0-7c3d-4f0f-a7da-4db2086dfb4f.png,liminal amazon warehouse ,a portrait painting of james tissot.,55.74,22.95,0.0
d87f2701-2d3b-4746-8248-01ff75bbf51b.png,post apocalyptic overgrown tower with waterfalls and sunset volumetric lighting trending on artstation ,a portrait painting of james tissot.,48.92,24.46,0.0
d8c4c52c-ac59-49a5-90f5-2b29c1c50df5.png,"cyberpunk rococo!! city character portrait, in the style of moebius, tom bagshaw, and waterhouse, cinematic lighting, beautiful, elegant gown, oil painting, ",a portrait painting of james tissot.,35.23,20.73,18.325769880311267
d918ade0-f030-44ba-b34e-abe508d60fbb.png,"cover art of a classical string quartet record, in the style of deutsche grammophon, 8 k, ","a portrait painting of james tissot, robot steampunk, floral! horizon zero dawn machine, intricate, elegant, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artger",54.37,5.0,10.187152173865826
d93a4fc7-7eeb-4f50-ac20-f144276020e5.png,"biohazard! portrait of gandalf, tesla coils!!, dieselpunk dark omnious atmosphere au naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ","a portrait painting of a woman, art by anna dittmann, highly detailed, portrait, digital painting, sharp focus illustration, artstation hq.",60.92999999999999,31.790000000000003,14.86462929404017
d9690eae-421d-4460-be57-34ec3d88322b.png,"photograph of young steampunk orphan annie, red dress, freckles, spunky attitude, city character portrait, in the style of moebius, tom bagshaw, and waterhouse, cinematic lighting artstation, oil painting, ","portrait of a beautiful long haired muscular male with flowing fur blowing in the wind, flowing robe with lace collar and crown with jewels and flowers, detailed oil painting 4 k!!!!!!!!!!!!!!",74.87,25.629999999999995,15.827898316983871
d982b4e5-13d6-43b1-ac0f-2c92f2e95f1d.png,"the sadness of the woman who could not sleep / analogous color scheme, hypermaximalist, sharp focus, highly detailed, ambient light, lumen unreal 5, realistic render, intrincate / art by ashley wood, roberto ferris, ilya kuvshinov, dan hillier and bernie wrightson ",a portrait painting of james tissot.,22.59,7.31,3.843146445081149
d9f5e783-5c0c-4069-a120-b0c3cd383c44.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, sci - fi, cyberpunk, neon lighting, neon noir, fantasy, digital photography, intricate detail, unreal engine, 8 k, volumetric lighting, cell shader ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",47.02,28.21,12.811081523952694
da1a4cac-046a-47c5-905e-620bd5391d8d.png,"cute fluffy baby cheetah lion owl hybrid mixed creature character concept, with long flowing fur blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",portrait of a beautiful winged goddess with horns by tom bagshaw!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,41.160000000000004,18.01,6.261451546913585
da457d81-27e2-439f-b7bd-09d4ec1026df.png,no in origami ,a portrait painting of james tissot.,56.00000000000001,36.0,0.0
da698170-63cc-4ef9-81b7-44bd2bb51981.png,"photo cartoon illustration painting of small sci - fi machine shop in a shipping container, octane render, sci - fi, cyberpunk, neon lighting, noir, digital painting, intricate detail, unreal engine, 8 k, volumetric lighting ",a portrait painting of james tissot.,26.05,19.919999999999998,12.902334223915979
da82e825-59c9-4672-9dce-fc81a3dcf1c7.png,"zoological portrait of a human insect with symmetrical glowing compound eyes, overlapping carapace face by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney 0 0 ",a portrait painting of james tissot.,31.39,23.32,7.707006175876856
daaa2e8b-ce8d-4c2f-acbf-be5fb7c19129.png,"photo cartoon illustration comic manga painting of warehouse environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,22.73,18.18,16.38837637306354
db5e39e8-5dd0-4645-9ad7-499cb4052a49.png,"taylor swift by nick knight, vogue magazine, award winning, photoshoot, dramatic,, cooke anamorphic / i lenses, highly detailed, cinematic lighting ",a portrait painting of james tissot.,36.96,15.22,0.0
dc2f9d18-a24f-4e53-9514-18bd35a766b9.png,white fur furry mothman movie scene ,"a portrait painting of a woman, art by annibale carracci in the style of rembrandt!! intricate.",47.33,25.95,0.0
dc50062a-e73d-4acc-ac4c-89514e749814.png,"ian curtis dancing, charcoal on concrete, ",a portrait painting of jimmy mann!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,40.0,26.090000000000003,0.0
dc8e0e43-4bc9-4ca9-a37a-0674485dfc45.png,"cute fluffy baby giraffe llama hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,27.639999999999997,15.45,9.550083034774941
dcb7843f-bede-4cd1-b5ee-410feff70eee.png,"photo cartoon illustration comic manga painting of desert environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,22.95,17.7,16.38837637306354
dcc9bc7e-d695-4282-90c2-1331dae96d2d.png,"white and gold female venom with mouth open wide, naturel, hyper detailed, digital art, trending in artstation, cinematic lighting, studio quality, smooth render, unreal engine 5 rendered, octane rendered, art style by klimt and nixeu and ian sprigger and wlop and krenz cushart ",a portrait painting of james tissot.,21.59,12.7,0.0
ddd96ed3-a719-4059-8daa-cc23ef533ace.png,"cute white fluffy moth woman moth human hybrid mixed creature character concept, with large wings, hybrid mixed creature, detailed painting, renaissance, 4 k ","portrait of a dancing eagle woman, beautiful blonde haired lakota sioux goddess, intricate, highly detailed, ray tracing, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by artgerm and g",74.6,4.2299999999999995,7.230215858648196
ddda7b1f-af0a-4469-8552-c1ed515ef4fc.png,"white chapel neighborhood by piotr jabłonski, artstation, ultra detailed, 8 k ",a portrait painting of james tissot.,56.14,26.32,0.0
dde1261c-3201-4be1-81d0-fde71639bfab.png,"a elaborate robot coding, on screen old video game shown, robot hold a controller, 8 k ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",63.85999999999999,8.43,0.0
de13f05c-7131-4943-97fb-cf1d7820841f.png,"a elaborate robot coding, on screen old video game shown, robot hold a controller, sharp focus ","a portrait painting of james tissot, art in the style of rembrandt!! intricate.",66.67,8.05,0.0
de3c626a-7aa0-48a7-8fdb-d2578c15dd8a.png,a man digging a grave painting ,a portrait painting of james tissot.,62.69,41.79,12.73595297947935
de4a9662-411a-4fce-a91f-f3e244f5d68b.png,"cute fluffy baby owl lion hybrid mixed creature character concept, with long flowing mane blowing in the wind, wearing headdress of tribal peacock feathers and flowers, detailed painting, renaissance, 4 k ",a portrait painting of james tissot.,28.22,15.770000000000001,9.550083034774943
dffe3114-5245-4642-bc1a-cd5973986d01.png,"photo cartoon illustration comic manga painting of swamp environement : 6 fantasy environement, digital painting, volumetric lighting by feng zhu, 3 d alejandro alvarez alena aenami artworks in 4 k beeple, by thomas kinkade hearstone league of legends dofus overwatch ",a portrait painting of james tissot.,23.03,17.76,16.38837637306354
e01ac8ce-5627-4c1e-876c-d6ec71fea529.png,"landscape by piotr jabłonski, artstation, ultra detailed, 8 k ","portrait of a beautiful woman with horns, large piercing blue eyes, long wavy black hair, long black dress with silver jewels, black bat wings on back, detailed background, by tom bagshaw!!!!!!!!!",46.51,23.26,6.610905149610321
